_id	company_link	company_name	link	name	salary_currency	salary_max	salary_min	site
604e85ea3eeab1c46b7ec5cf	https://www.superjob.ru/clients/gbpou-tehnologicheskij-kolledzh-21-4008003.html	ГБПОУ Технологический колледж №21	https://www.superjob.ru/vakansii/prepodavatel-it-tehnologij-36151560.html	Преподаватель ИТ-технологий	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5d1	https://www.superjob.ru/clients/strojservis-65412.html	СтройСервис	https://www.superjob.ru/vakansii/testirovschik-po-36093227.html	Тестировщик ПО, администратор Win/Linux	руб.	120000	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5d3	https://www.superjob.ru/clients/fedpej-4023746.html	ФедПэй	https://www.superjob.ru/vakansii/senior-php-developer-36135973.html	Senior PHP Developer (Back-End)	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5d5	https://www.superjob.ru/clients/geo-tehno-sot-4030833.html	Гео Техно Сот	https://www.superjob.ru/vakansii/sql-developer-36328443.html	SQL Developer	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5d7	https://www.superjob.ru/clients/tehnopark-skolkovo-3749932.html	Технопарк «Сколково»	https://www.superjob.ru/vakansii/cto-36219064.html	CTO / Team Lead	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5d9	https://www.superjob.ru/clients/mfti-2185844.html	МФТИ	https://www.superjob.ru/vakansii/razrabotchik-tehnicheskogo-zreniya-34233000.html	Разработчик технического зрения (Computer Vision / Image Processing)	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5db	https://www.superjob.ru/clients/gaugn-3037705.html	ГАУГН	https://www.superjob.ru/vakansii/inzhener-veb-servisov-35947514.html	Инженер веб-сервисов, системный администратор	руб.	0	60	https://www.superjob.ru
604e85ea3eeab1c46b7ec5dd	https://www.superjob.ru/clients/gbpou-dzm-medicinskij-kolledzh-6-3945579.html	ГБПОУ ДЗМ "Медицинский колледж № 6"	https://www.superjob.ru/vakansii/inzhener-programmist-34826753.html	Инженер-программист	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5df	https://www.superjob.ru/clients/filial-fku-nalog-servis-fns-rossii-po-cod-v-g-moskve-11714.html	Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве	https://www.superjob.ru/vakansii/administrator-baz-dannyh-postgresql-36128342.html	Администратор баз данных PostgreSQL	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5e1	https://www.superjob.ru/clients/bell-integrator-200833.html	Bell Integrator	https://www.superjob.ru/vakansii/inzhener-po-nagruzochnomu-testirovaniyu-36083559.html	Инженер по нагрузочному тестированию / QA Load	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5e3	https://www.superjob.ru/clients/gbou-shkola-2086-740493.html	ГБОУ Школа №2086	https://www.superjob.ru/vakansii/uchitel-informatiki-34123084.html	Учитель информатики	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5e5	https://www.superjob.ru/clients/oniks-3391891.html	ООО "СОУЭ Тромбон"	https://www.superjob.ru/vakansii/programmist-qt-36068161.html	Программист Qt/С++	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5e7	https://www.superjob.ru/clients/rvi-group-4033179.html	RVi Group	https://www.superjob.ru/vakansii/razrabotchik-bekenda-36310274.html	Разработчик бекэнда	руб.	180000	150000	https://www.superjob.ru
604e85ea3eeab1c46b7ec5e9	https://www.superjob.ru/clients/konsaltingovaya-kompaniya-3826903.html	Консалтинговая компания	https://www.superjob.ru/vakansii/qa-engineer-36301141.html	QA-engineer, автоматизатор, тестировщик	руб.	160000	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5eb	https://www.superjob.ru/clients/megapolis-121161.html	Мегаполис	https://www.superjob.ru/vakansii/starshij-analitik-v-otdel-planirovaniya-35583105.html	Старший аналитик в отдел планирования	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5ed	https://www.superjob.ru/clients/ggdept-4026640.html	GGDept	https://www.superjob.ru/vakansii/backend-razrabotchik-36182807.html	Backend-разработчик (начинающий)	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5ef	https://www.superjob.ru/clients/gbuz-gkb-15-imeni-o-m-filatova-889213.html	ГБУЗ ГКБ №15 имени О. М. Филатова	https://www.superjob.ru/vakansii/vrach-statistik-36288689.html	Врач-статистик	null	null	null	https://www.superjob.ru
604e85ea3eeab1c46b7ec5f1	https://www.superjob.ru/clients/telenet-solyushn-4027881.html	Теленет Солюшн	https://www.superjob.ru/vakansii/veduschij-setevoj-inzhener-36181077.html	Ведущий сетевой инженер	null	null	null	https://www.superjob.ru
